Datetime,Actual,Prophet_Forecast,ETS_Forecast,Prophet_Residual,ETS_Residual
2017-08-17 00:00:00,16075.0,15337.152999758271,12462.596491645922,737.8470002417289,3612.4035083540784
2017-08-17 01:00:00,14877.0,14557.294532634123,11967.649518080403,319.70546736587676,2909.350481919597
2017-08-17 02:00:00,13997.0,13966.225871469858,11673.88783596776,30.774128530141752,2323.11216403224
2017-08-17 03:00:00,13478.0,13627.506535409955,11369.9479953918,-149.50653540995518,2108.0520046082
2017-08-17 04:00:00,13228.0,13588.921223458105,11196.581924937562,-360.9212234581046,2031.4180750624382
2017-08-17 05:00:00,13286.0,13881.908676043326,11172.841595320964,-595.9086760433256,2113.158404679036
2017-08-17 06:00:00,13746.0,14474.458945124548,11521.052524750903,-728.4589451245483,2224.947475249097
2017-08-17 07:00:00,14842.0,15233.63673800454,12309.934764919792,-391.63673800453944,2532.0652350802084
2017-08-17 08:00:00,15508.0,15959.237683272022,12817.863372899044,-451.23768327202197,2690.1366271009556
2017-08-17 09:00:00,16290.0,16483.92794487378,12616.289509797916,-193.92794487377978,3673.7104902020837
2017-08-17 10:00:00,17077.0,16763.403550023446,12375.265546068393,313.59644997655414,4701.734453931607
2017-08-17 11:00:00,18175.0,16878.463120672313,12066.826672251977,1296.5368793276866,6108.173327748023
2017-08-17 12:00:00,19150.0,16946.851429689465,11706.304728640764,2203.1485703105354,7443.695271359236
2017-08-17 13:00:00,19981.0,17024.823226314766,11515.258929822745,2956.1767736852344,8465.741070177255
2017-08-17 14:00:00,20685.0,17085.783099207867,11437.59162240646,3599.216900792133,9247.40837759354
2017-08-17 15:00:00,20918.0,17086.941317226363,11482.510279994189,3831.058682773637,9435.489720005811
2017-08-17 16:00:00,20760.0,17048.29305746358,11556.272207522436,3711.7069425364207,9203.727792477564
2017-08-17 17:00:00,20795.0,17056.40317151679,11767.353564835168,3738.596828483209,9027.646435164832
2017-08-17 18:00:00,20452.0,17181.00915505044,12047.505658312251,3270.9908449495597,8404.494341687749
2017-08-17 19:00:00,19983.0,17382.133255666122,12628.438837893254,2600.866744333878,7354.5611621067455
2017-08-17 20:00:00,19288.0,17501.383482133493,13456.83850699796,1786.616517866507,5831.1614930020405
2017-08-17 21:00:00,18945.0,17356.77956000169,13657.454075282005,1588.2204399983093,5287.545924717995
2017-08-17 22:00:00,18470.0,16866.444345823456,13470.725168788578,1603.5556541765436,4999.274831211422
2017-08-17 23:00:00,17203.0,16101.709420551784,13031.37737320241,1101.2905794482158,4171.622626797591
2017-08-18 00:00:00,15850.0,15235.617835581274,12462.075699959692,614.3821644187265,3387.9243000403076
2017-08-18 01:00:00,14910.0,14443.17613217638,11967.128726394178,466.82386782361937,2942.8712736058224
2017-08-18 02:00:00,14131.0,13839.358910567284,11673.367044281533,291.6410894327164,2457.632955718467
2017-08-18 03:00:00,13650.0,13487.635096852162,11369.427203705573,162.36490314783805,2280.5727962944275
2017-08-18 04:00:00,13353.0,13435.681581997938,11196.061133251334,-82.68158199793834,2156.9388667486655
2017-08-18 05:00:00,13355.0,13714.814128800424,11172.320803634737,-359.81412880042444,2182.679196365263
2017-08-18 06:00:00,13976.0,14292.887032163444,11520.531733064676,-316.887032163444,2455.468266935324
2017-08-18 07:00:00,15138.0,15036.819163333055,12309.413973233566,101.18083666694474,2828.586026766434
2017-08-18 08:00:00,15654.0,15746.253208242404,12817.342581212815,-92.25320824240407,2836.6574187871847
2017-08-18 09:00:00,16351.0,16253.698483866656,12615.768718111687,97.3015161333442,3735.231281888313
2017-08-18 10:00:00,17107.0,16514.693650371097,12374.744754382164,592.3063496289033,4732.255245617836
2017-08-18 11:00:00,17947.0,16609.88296053579,12066.305880565747,1337.1170394642104,5880.694119434253
2017-08-18 12:00:00,18474.0,16656.863414888838,11705.783936954536,1817.1365851111623,6768.216063045464
2017-08-18 13:00:00,18921.0,16711.75221318249,11514.738138136516,2209.2477868175083,7406.261861863484
2017-08-18 14:00:00,19519.0,16747.830216018563,11437.070830720231,2771.169783981437,8081.929169279769
2017-08-18 15:00:00,19801.0,16722.201301376732,11481.98948830796,3078.798698623268,8319.01051169204
2017-08-18 16:00:00,19847.0,16654.774971050938,11555.75141583621,3192.225028949062,8291.24858416379
2017-08-18 17:00:00,19765.0,16632.054304342637,11766.83277314894,3132.945695657363,7998.167226851059
2017-08-18 18:00:00,19524.0,16723.741872643397,12046.984866626024,2800.258127356603,7477.015133373976
