Datetime,Actual,Prophet_Forecast,ETS_Forecast
2018-05-26 11:00:00,14284.0,13267.701814965696,11919.963416735749
2018-05-26 12:00:00,14925.0,13279.812567586434,11559.441473124538
2018-05-26 13:00:00,15476.0,13303.164523791136,11368.395674306517
2018-05-26 14:00:00,15742.0,13311.514567281767,11290.728366890235
2018-05-26 15:00:00,16066.0,13262.433373517699,11335.647024477963
2018-05-26 16:00:00,16336.0,13176.282621977216,11409.408952006212
2018-05-26 17:00:00,16441.0,13139.99756206853,11620.490309318942
2018-05-26 18:00:00,16334.0,13223.687611065645,11900.642402796026
2018-05-26 19:00:00,15824.0,13387.745935126903,12481.575582377029
2018-05-26 20:00:00,15392.0,13474.147794930697,13309.975251481736
2018-05-26 21:00:00,15070.0,13301.27372177958,13510.590819765777
2018-05-26 22:00:00,14828.0,12787.598060064884,13323.861913272352
2018-05-26 23:00:00,14122.0,12004.791621333738,12884.514117686183
2018-05-27 00:00:00,13088.0,11126.221450852101,12315.212444443467
2018-05-27 01:00:00,12265.0,10327.199855684827,11820.265470877952
2018-05-27 02:00:00,11571.0,9722.986000267787,11526.503788765307
2018-05-27 03:00:00,11218.0,9377.30924811626,11222.563948189347
2018-05-27 04:00:00,10959.0,9338.07995494115,11049.197877735109
2018-05-27 05:00:00,10687.0,9636.817640219422,11025.457548118511
2018-05-27 06:00:00,10734.0,10241.548053490682,11373.66847754845
2018-05-27 07:00:00,10682.0,11019.326796387853,12162.55071771734
2018-05-27 08:00:00,11208.0,11769.896339994388,12670.479325696591
2018-05-27 09:00:00,12209.0,12325.826849569865,12468.905462595463
2018-05-27 10:00:00,13354.0,12642.677160732192,12227.88149886594
2018-05-27 11:00:00,14315.0,12801.069573314013,11919.442625049522
